100,5000,0.9548
100,10000,0.9558
100,15000,0.9535
100,20000,0.9554
100,25000,0.9558
100,30000,0.9547
100,35000,0.9528
100,40000,0.9488
100,45000,0.9401
100,50000,0.9144
100,55000,0.8979
100,60000,0.9088
200,5000,0.9485
200,10000,0.9482
200,15000,0.9471
200,20000,0.9472
200,25000,0.949
200,30000,0.9469
200,35000,0.9464
200,40000,0.943
200,45000,0.9345
200,50000,0.9087
200,55000,0.8953
200,60000,0.9017
300,5000,0.9411
300,10000,0.9418
300,15000,0.9408
300,20000,0.9411
300,25000,0.94
300,30000,0.9416
300,35000,0.9394
300,40000,0.9347
300,45000,0.9261
300,50000,0.9002
300,55000,0.8848
300,60000,0.893
400,5000,0.934
400,10000,0.9333
400,15000,0.9334
400,20000,0.9343
400,25000,0.9352
400,30000,0.9338
400,35000,0.931
400,40000,0.927
400,45000,0.9163
400,50000,0.8887
400,55000,0.8716
400,60000,0.8833
500,5000,0.9298
500,10000,0.9281
500,15000,0.9292
500,20000,0.9305
500,25000,0.931
500,30000,0.9303
500,35000,0.928
500,40000,0.9232
500,45000,0.9116
500,50000,0.8821
500,55000,0.8641
500,60000,0.8765
600,5000,0.9289
600,10000,0.9279
600,15000,0.928
600,20000,0.9293
600,25000,0.9296
600,30000,0.9283
600,35000,0.9263
600,40000,0.9222
600,45000,0.911
600,50000,0.88
600,55000,0.8613
600,60000,0.8744
700,5000,0.92780952381
700,10000,0.9279
700,15000,0.9281
700,20000,0.9294
700,25000,0.9297
700,30000,0.9284
700,35000,0.9264
700,40000,0.9221
700,45000,0.9111
700,50000,0.8799
700,55000,0.8611
700,60000,0.8745
784,5000,0.9288
784,10000,0.925272727273
784,15000,0.9282
784,20000,0.9294
784,25000,0.9297
784,30000,0.9284
784,35000,0.9264
784,40000,0.9221
784,45000,0.9111
784,50000,0.8799
784,55000,0.8611
784,60000,0.8745
