10	.8438
15	.8865
20	.9075
25	.9172
30	.9233
35	.9307
40	.9335
45	.9354
50	.9365
55	.9405
60	.9414
65	.9409
70	.9402
75	.9402
80	.9424
85	.9435
90	.9435
95	.9443
